xSrcPort,xDstPort,xPkt,xMin_Pbyte0,xMin_Pbyte1,xMax_Pbyte0,xMax_Pbyte1,xIni_Pbyte0,xMax_ConsPkt0,Class
56321,9021,2,52,52,52,52,52,1,
55240,53,8,37,37,37,39,179,4,
50615,20266,686,65,65,1237,1237,1233,354,
56321,9021,2,52,52,52,52,52,1,
62268,59712,3,104,0,104,104,0,3,
49581,9617,1,117,0,117,117,0,1,
56321,9024,2,52,52,52,52,52,1,
50615,20000,4,28,64,28,28,64,2,
1863,8002,2,33,36,33,33,36,1,
56321,9026,2,52,52,52,52,52,1,
50618,56982,648,73,72,129,1245,1241,330,
62268,59712,4,104,0,104,104,0,4,
50615,20266,64,65,65,1237,1237,1233,27,
7000,28056,4,28,28,28,66,73,2,
50618,20000,4,28,64,28,28,64,2,
60136,8000,3,47,71,47,47,87,1,
56321,9070,2,52,52,52,52,52,1,
7000,64753,1,95,0,95,95,0,1,
56321,9070,2,52,52,52,52,52,1,
62268,45928,334,65,65,104,1237,1217,214,
50618,56982,34,72,72,129,1245,1241,17,
62268,59712,2,104,0,104,104,0,2,
56321,9070,2,52,52,52,52,52,1,
56321,9070,2,52,52,52,52,52,1,
50618,56982,35,72,72,73,1245,1241,19,
50615,20266,392,65,65,104,1237,1217,143,
62268,59712,3,104,0,104,104,0,3,
56321,9070,2,52,52,52,52,52,1,
6881,14424,2,119,297,119,119,297,1,
56321,9070,2,52,52,52,52,52,1,
12345,8000,2,75,37,75,75,37,1,
40262,8000,2,78,37,78,78,37,1,
62268,59712,1,104,0,104,104,0,1,
61564,8000,2,274,266,274,274,266,1,
56321,9070,2,52,52,52,52,52,1,
56321,9070,2,52,52,52,52,52,1,
50618,56982,32,72,73,129,1245,1241,17,
62268,45928,379,65,65,104,1237,1217,135,
50615,20000,4,28,64,28,28,64,2,
50615,20266,721,65,65,65,1237,1233,339,
50618,20000,4,28,64,28,28,64,2,
7000,28056,4,28,28,28,66,71,2,
7000,34099,1,95,0,95,95,0,1,
50618,56982,42,72,72,73,1245,1241,21,
53597,3544,2,69,117,69,69,117,1,
7273,8829,2,258,260,258,258,260,1,
6881,5263,1,119,0,119,119,0,1,
56321,9023,2,52,52,52,52,52,1,
50615,20266,47,65,72,1237,1237,1217,25,
62268,45928,35,65,65,65,1237,1217,18,
56321,9021,2,52,52,52,52,52,1,
50618,56982,31,73,72,1245,1245,1241,16,
56321,9024,2,52,52,52,52,52,1,
7000,8706,4,77,38,77,77,38,2,
7000,7000,1,95,0,95,95,0,1,
56321,9022,2,52,52,52,52,52,1,
56321,9022,2,52,52,52,52,52,1,
57997,8000,2,962,206,962,962,206,1,
50618,56982,150,72,72,1245,1245,1241,87,
62268,45928,322,65,65,65,1237,1217,125,
50615,20266,509,65,65,65,1237,1217,293,
56321,9026,2,52,52,52,52,52,1,
1863,30013,2,359,151,359,359,151,1,
50615,20000,4,28,64,28,28,64,2,
56321,9021,2,52,52,52,52,52,1,
1863,1863,1,258,0,258,258,0,1,
50615,20266,317,65,65,104,1237,1233,121,
50618,56982,283,72,72,129,1245,1241,182,
4005,8000,2,47,55,47,47,55,1,
56321,9025,2,52,52,52,52,52,1,
4019,8000,4,47,55,103,103,55,2,
50618,20000,4,28,64,28,28,64,2,
4016,8000,2,175,159,175,175,159,1,
12345,8000,4,75,37,75,77,37,2,
7000,28056,2,28,28,28,28,28,1,
60136,8000,2,47,55,47,47,55,1,
56321,9027,2,52,52,52,52,52,1,
49766,53,4,44,158,44,44,191,2,
62268,45928,595,65,65,65,1237,1217,366,
50618,56982,35,72,72,129,1245,1241,18,
56321,9023,2,52,52,52,52,52,1,
53702,53,2,682,188,682,682,188,1,
64921,53,4,148,764,148,148,764,2,
56321,9024,2,52,52,52,52,52,1,
56321,9022,2,52,52,52,52,52,1,
50618,56982,40,73,72,73,1245,1241,20,
50615,20266,62,65,65,1237,1237,1233,28,
56321,9025,2,52,52,52,52,52,1,
1863,8002,2,33,36,33,33,36,1,
7000,8000,1,92,0,92,92,0,1,
7000,7800,1,95,0,95,95,0,1,
56321,9021,2,52,52,52,52,52,1,
50615,20266,354,65,65,1237,1237,1217,131,
56321,9026,2,52,52,52,52,52,1,
56321,9021,2,52,52,52,52,52,1,
50618,56982,42,72,72,73,1245,1241,21,
62268,45928,43,65,65,104,1237,1217,20,
50615,20266,32,65,65,1237,1237,1217,16,
56321,9021,2,52,52,52,52,52,1,
50615,20000,4,28,64,28,28,64,2,
56285,9617,1,117,0,117,117,0,1,
56321,9024,2,52,52,52,52,52,1,
7000,25149,1,92,0,92,92,0,1,
7000,41003,1,95,0,95,95,0,1,
50615,20266,108,65,65,104,1237,1217,63,
50618,56982,236,72,72,73,1245,1241,151,
56321,9026,2,52,52,52,52,52,1,
50618,20000,4,28,64,28,28,64,2,
62408,8000,2,99,99,99,99,99,1,
7000,28056,2,28,28,28,28,28,1,
56321,9070,2,52,52,52,52,52,1,
59855,53,4,39,84,39,39,125,2,
55988,49251,1,337,0,337,337,0,1,
50618,56982,330,72,72,73,1245,1241,213,
56321,9070,2,52,52,52,52,52,1,
56321,9070,2,52,52,52,52,52,1,
52874,9617,1,117,0,117,117,0,1,
62268,45928,236,65,65,1237,1237,1217,145,
50615,20266,332,65,65,65,1237,1233,214,
50618,56982,32,73,72,73,1245,1241,17,
56321,9070,2,52,52,52,52,52,1,
60136,8000,2,71,47,71,71,47,1,
56321,9070,2,52,52,52,52,52,1,
12345,8000,2,75,37,75,75,37,1,
6881,21691,1,119,0,119,119,0,1,
56321,9070,2,52,52,52,52,52,1,
40262,8000,2,75,37,75,75,37,1,
53597,3544,2,69,117,69,69,117,1,
50615,20266,398,65,65,1237,1237,1233,145,
56321,9070,2,52,52,52,52,52,1,
56321,9070,2,52,52,52,52,52,1,
50618,56982,34,72,72,73,1245,1241,18,
50615,20266,327,65,65,65,1237,1233,211,
62268,45928,36,65,65,104,1237,1217,18,
49581,9617,1,117,0,117,117,0,1,
50615,20000,4,28,64,28,28,64,2,
50615,20266,357,65,65,104,1237,1233,139,
50618,56982,32,72,72,129,1245,1241,16,
7000,16682,1,92,0,92,92,0,1,
4028,8000,6,47,55,47,103,527,3,
49205,53,26,39,62,46,46,99,13,
50618,20000,4,28,64,28,28,64,2,
54530,53,4,566,334,686,686,846,2,
7273,8829,2,258,260,258,258,260,1,
7000,25987,1,95,0,95,95,0,1,
4016,8000,2,47,55,47,47,55,1,
4000,8000,5,47,55,47,103,87,2,
50618,56982,374,73,72,73,1245,1241,242,
56321,9023,2,52,52,52,52,52,1,
50615,20266,42,65,65,1237,1237,1217,21,
4016,8000,4,63,55,103,103,887,2,
6881,21691,1,119,0,119,119,0,1,
56321,9021,2,52,52,52,52,52,1,
50618,56982,33,72,73,129,1245,1241,18,
50615,20266,429,65,65,1237,1237,1233,151,
56321,9024,2,52,52,52,52,52,1,
7000,15849,1,95,0,95,95,0,1,
56321,9022,2,52,52,52,52,52,1,
60005,8000,2,538,378,538,538,378,1,
50618,56982,137,72,72,73,1245,1241,84,
56321,9022,2,52,52,52,52,52,1,
62268,45928,460,65,65,104,1237,1233,201,
50615,20266,335,65,65,1237,1237,1233,152,
56321,9026,2,52,52,52,52,52,1,
50615,20000,4,28,64,28,28,64,2,
56321,9021,2,52,52,52,52,52,1,
1863,8002,2,33,36,33,33,36,1,
50618,56982,34,72,72,129,1245,1241,18,
50615,20266,36,65,65,104,1237,1217,18,
50618,20000,4,28,64,28,28,64,2,
12345,8000,4,76,37,76,76,37,2,
56321,9025,2,52,52,52,52,52,1,
56321,9027,2,52,52,52,52,52,1,
7000,28056,2,28,28,28,28,28,1,
50618,56982,140,72,72,73,1245,1241,87,
56321,9023,2,52,52,52,52,52,1,
7000,9805,1,65,0,65,65,0,1,
56321,9024,2,52,52,52,52,52,1,
4019,8000,2,47,119,47,47,119,1,
58080,53,2,39,179,39,39,179,1,
50618,56982,32,73,72,73,1245,1241,17,
56321,9022,2,52,52,52,52,52,1,
56321,9025,2,52,52,52,52,52,1,
4024,8000,2,47,71,47,47,71,1,
7000,7000,1,92,0,92,92,0,1,
50618,56982,32,72,73,129,1245,1241,17,
56321,9021,2,52,52,52,52,52,1,
50615,20266,291,65,65,1237,1237,1217,138,
51749,53,4,38,80,38,38,121,2,
56321,9026,2,52,52,52,52,52,1,
65245,53,3,39,179,39,39,179,2,
50618,56982,137,72,72,108,1245,1241,84,
56321,9021,1,52,0,52,52,0,1,
62268,45928,36,65,65,104,1237,1217,18,
50615,20266,32,65,65,1237,1237,1217,16,
1863,30013,2,359,151,359,359,151,1,
56321,9021,2,52,52,52,52,52,1,
50615,20000,4,28,64,28,28,64,2,
4016,8000,2,391,63,391,391,63,1,
56321,9024,2,52,52,52,52,52,1,
50618,56982,34,72,72,129,1245,1241,18,
50615,20266,199,65,65,104,1237,1233,82,
50618,20000,6,28,64,28,28,64,3,
7000,8706,4,77,38,77,77,38,2,
53597,3544,2,69,117,69,69,117,1,
56321,9026,2,52,52,52,52,52,1,
7000,56607,1,92,0,92,92,0,1,
56321,9070,2,52,52,52,52,52,1,
62268,45928,370,65,65,1237,1237,1217,240,
7000,28056,4,28,28,28,66,76,2,
7000,7000,1,95,0,95,95,0,1,
56321,9070,2,52,52,52,52,52,1,
53597,58812,3,60,60,60,60,60,2,
53597,3544,2,64,64,64,64,64,1,
56321,9070,2,52,52,52,52,52,1,
50618,56982,60,73,72,73,1245,1241,35,
7000,47643,1,95,0,95,95,0,1,
56321,9070,2,52,52,52,52,52,1,
40262,8000,2,148,28,148,148,28,1,
7000,13760,1,95,0,95,95,0,1,
59690,53,4,52,116,52,52,172,2,
56321,9070,2,52,52,52,52,52,1,
12345,8000,2,76,37,76,76,37,1,
6881,18890,1,119,0,119,119,0,1,
50618,56982,357,72,73,1245,1245,1241,230,
62268,45928,252,65,65,69,1237,1217,94,
62567,53,8,38,54,41,41,132,4,
40262,8000,2,75,37,75,75,37,1,
7000,10906,1,95,0,95,95,0,1,
56321,9070,2,52,52,52,52,52,1,
56321,9070,2,52,52,52,52,52,1,
50618,56982,32,72,72,73,1245,1241,16,
62268,45928,219,65,65,104,1237,1217,87,
56321,9070,2,52,52,52,52,52,1,
7273,8829,2,258,260,258,258,260,1,
7000,10906,1,95,0,95,95,0,1,
10055,80,2,52,24,52,52,24,1,
3600,3601,3,48,48,56,56,48,2,
3600,3601,1,48,0,48,48,0,1,
3600,3601,1,48,0,48,48,0,1,
50615,20000,4,28,64,28,28,64,2,
56285,9617,1,117,0,117,117,0,1,
6881,5263,1,119,0,119,119,0,1,
50618,20000,4,28,64,28,28,64,2,
50618,56982,310,72,72,73,1245,1241,206,
7000,28056,4,28,28,28,66,73,2,
53597,54821,3,60,60,60,60,60,2,
53597,3544,2,64,64,64,64,64,1,
7000,2641,1,95,0,95,95,0,1,
52874,9617,2,117,121,117,117,121,1,
3601,3600,6,48,56,56,60,10746,3,
7000,8000,1,95,0,95,95,0,1,
1863,8002,2,33,36,33,33,36,1,
7000,8362,1,95,0,95,95,0,1,
4000,8000,4,63,39,63,207,39,2,
50618,56982,370,72,73,129,1245,1241,242,
7000,11217,1,95,0,95,95,0,1,
4028,8000,2,63,39,63,63,39,1,
50615,20266,494,65,65,1237,1237,1217,223,
62268,45928,446,65,65,65,1237,1217,272,
49581,9617,1,117,0,117,117,0,1,
50615,20000,4,28,64,28,28,64,2,
4005,8000,2,47,39,47,47,39,1,
59617,8000,2,130,130,130,130,130,1,
50618,56982,330,72,72,129,1245,1241,213,
4005,8000,6,47,55,47,63,271,3,
50615,20266,42,65,65,121,1237,1217,17,
12345,8000,4,75,37,76,76,37,2,
50618,20000,4,28,64,28,28,64,2,
50615,20266,676,65,65,65,1237,1233,333,
7000,51195,1,95,0,95,95,0,1,
50618,56982,34,72,72,73,1245,1241,18,
7000,14232,1,92,0,92,92,0,1,
50618,56982,253,73,72,73,1245,1241,165,
62268,45928,196,65,65,1237,1237,1217,122,
50615,20266,337,65,65,72,1237,1233,217,
12345,8000,2,149,26,149,149,26,1,
50618,56982,378,72,72,129,1245,1241,245,
62268,45928,598,65,65,104,1237,1233,322,
50615,20266,246,65,65,1237,1237,1217,94,
50615,20000,2,28,64,28,28,64,1,
50615,20266,517,65,65,65,1237,1233,291,
50618,56982,34,72,72,129,1245,1241,18,
50618,20000,4,28,64,28,28,64,2,
4024,8000,3,47,55,47,47,87,1,
50618,56982,138,72,72,73,1245,1241,85,
7000,28056,2,28,28,28,28,28,1,
6881,18890,1,119,0,119,119,0,1,
7000,18131,1,95,0,95,95,0,1,
50618,56982,32,73,72,129,1245,1241,17,
50615,20266,36,65,65,1237,1237,1217,17,
7000,25717,1,92,0,92,92,0,1,
12345,8000,2,77,37,77,77,37,1,
40262,8000,2,75,37,75,75,37,1,
50618,56982,377,72,72,108,1245,1241,244,
59434,53,4,49,108,49,49,177,2,
7000,30316,1,95,0,95,95,0,1,
7273,8829,2,258,260,258,258,260,1,
52133,61455,1,273,0,273,273,0,1,
50618,56982,34,72,72,73,1245,1241,18,
7000,6277,1,95,0,95,95,0,1,
1863,30013,2,359,151,359,359,151,1,
53597,3544,2,69,117,69,69,117,1,
50618,56982,40,72,72,73,1245,1241,19,
1863,8002,2,33,36,33,33,36,1,
50615,20266,408,65,65,1237,1237,1233,155,
4028,8000,4,47,55,47,47,87,1,
62268,20000,2,28,64,28,28,64,1,
7000,9101,1,92,0,92,92,0,1,
7000,28056,4,28,28,28,66,73,2,
4016,8000,2,47,55,47,47,55,1,
7000,61977,1,95,0,95,95,0,1,
50618,56982,32,73,72,129,1245,1241,17,
4000,8000,2,47,55,47,47,55,1,
7000,8706,4,77,38,77,77,38,2,
50618,56982,282,72,72,73,1245,1241,181,
7000,7000,1,95,0,95,95,0,1,
63048,46689,1,337,0,337,337,0,1,
50618,56982,34,72,72,73,1245,1241,18,
62268,45928,625,65,65,104,1237,1217,313,
10055,80,1,16,0,16,16,0,1,
56285,9617,1,117,0,117,117,0,1,
59336,53,8,55,166,55,57,242,4,
6881,26288,2,119,297,119,119,297,1,
12345,8000,4,75,37,76,76,37,2,
62268,20000,2,28,64,28,28,64,1,
50618,56982,30,73,73,73,1245,1241,16,
7000,28056,6,28,28,28,66,76,3,
52874,9617,1,117,0,117,117,0,1,
7000,2762,1,95,0,95,95,0,1,
56321,9025,2,52,52,52,52,52,1,
56321,9024,2,52,52,52,52,52,1,
4019,8000,4,63,39,71,71,47,2,
56321,9025,2,52,52,52,52,52,1,
50618,56982,47,72,72,108,1245,1241,24,
50615,20266,317,65,65,1237,1237,1217,112,
56321,9027,2,52,52,52,52,52,1,
56321,9025,2,52,52,52,52,52,1,
60261,53,2,39,179,39,39,179,1,
62268,45928,263,65,65,69,1237,1217,110,
55873,53,2,39,179,39,39,179,1,
56321,9026,2,52,52,52,52,52,1,
6881,7361,1,119,0,119,119,0,1,
7000,50998,1,95,0,95,95,0,1,
49581,9617,1,117,0,117,117,0,1,
56321,9024,2,52,52,52,52,52,1,
50618,56982,115,72,72,73,1245,1241,75,
56321,9027,2,52,52,52,52,52,1,
50615,20266,349,65,65,1237,1237,1217,131,
61926,20000,2,28,64,28,28,64,1,
61926,52350,14,104,0,104,104,0,14,
60136,8000,2,71,39,71,71,39,1,
61926,27302,13,104,0,104,104,0,13,
53119,53,4,37,88,37,37,125,2,
56321,9026,2,52,52,52,52,52,1,
50618,56982,248,73,73,73,1245,1241,156,
61926,52350,21,104,0,104,104,0,21,
61926,27302,20,104,0,104,104,0,20,
56321,9022,2,52,52,52,52,52,1,
53597,3544,2,69,117,69,69,117,1,
7000,48908,1,95,0,95,95,0,1,
56321,9025,2,52,52,52,52,52,1,
56321,9027,1,52,0,52,52,0,1,
61926,27302,21,104,0,104,104,0,21,
61926,52350,20,104,0,104,104,0,20,
50618,56982,42,72,72,72,1245,1241,21,
7273,8829,2,258,260,258,258,260,1,
56321,9021,2,52,52,52,52,52,1,
1863,8002,2,33,36,33,33,36,1,
12345,8000,2,77,37,77,77,37,1,
56321,9026,2,52,52,52,52,52,1,
62268,45928,36,65,65,104,1237,1217,18,
61926,52350,13,104,0,104,104,0,13,
61926,27302,13,104,0,104,104,0,13,
40262,8000,2,76,37,76,76,37,1,
50618,56982,227,72,72,72,1245,1241,90,
50615,20266,354,65,65,104,1237,1217,132,
56321,9022,2,52,52,52,52,52,1,
7000,6262,1,95,0,95,95,0,1,
56321,9026,2,52,52,52,52,52,1,
51803,20000,4,28,64,28,28,64,2,
62268,45928,206,65,65,104,1237,1233,84,
56321,9022,2,52,52,52,52,52,1,
56321,9026,2,52,52,52,52,52,1,
6881,3481,1,119,0,119,119,0,1,
56321,9023,2,52,52,52,52,52,1,
50618,56982,98,72,72,1245,1245,1225,37,
56321,9070,2,52,52,52,52,52,1,
62268,45928,512,65,65,1237,1237,1233,300,
56321,9070,2,52,52,52,52,52,1,
56321,9070,2,52,52,52,52,52,1,
7000,28056,2,28,28,28,28,28,1,
50615,20266,285,65,65,65,1237,1217,182,
50618,56982,34,72,72,73,1245,1241,18,
56321,9070,2,52,52,52,52,52,1,
62268,45928,283,65,65,104,1237,1233,181,
56321,9070,2,52,52,52,52,52,1,
10055,80,1,36,0,36,36,0,1,
56321,9070,2,52,52,52,52,52,1,
50618,56982,42,72,72,73,1245,1241,21,
56321,9070,2,52,52,52,52,52,1,
7000,53488,1,95,0,95,95,0,1,
56321,9070,2,52,52,52,52,52,1,
59286,53,4,42,95,42,42,122,2,
50618,56982,34,72,72,73,1245,1241,18,
6881,38373,1,119,0,119,119,0,1,
1863,30013,2,359,151,359,359,151,1,
50618,56982,232,72,72,73,1245,1241,147,
4005,8000,2,47,55,47,47,55,1,
1863,1863,2,258,202,258,258,202,1,
4019,8000,2,47,55,47,47,55,1,
12345,8000,4,75,37,75,75,37,2,
50615,20266,105,65,65,257,1237,1217,53,
50618,56982,32,73,73,73,1245,1241,18,
7000,7000,1,95,0,95,95,0,1,
7000,7628,1,95,0,95,95,0,1,
4016,8000,4,47,103,47,47,175,2,
7000,28056,2,28,28,28,28,28,1,
50618,56982,328,72,72,73,1245,1241,211,
56321,9025,2,52,52,52,52,52,1,
62268,45928,642,65,65,104,1237,1233,329,
56321,9024,2,52,52,52,52,52,1,
51792,53,6,37,113,52,52,153,3,
62268,45928,57,65,65,1237,1237,1217,29,
50618,56982,36,72,72,129,1245,1241,20,
56321,9025,2,52,52,52,52,52,1,
56321,9027,2,52,52,52,52,52,1,
56321,9025,2,52,52,52,52,52,1,
50618,56982,47,72,72,73,1245,1241,24,
4000,8000,2,47,103,47,47,103,1,
50615,20266,352,65,65,1237,1237,1233,135,
56321,9026,2,52,52,52,52,52,1,
56285,9617,2,117,121,117,117,121,1,
56321,9024,2,52,52,52,52,52,1,
50615,20266,381,65,65,104,1237,1233,247,
50618,56982,369,72,72,1245,1245,1241,241,
1863,8002,2,33,36,33,33,36,1,
7000,8706,4,77,38,77,77,38,2,
53597,3544,2,69,117,69,69,117,1,
56321,9027,2,52,52,52,52,52,1,
56321,9026,2,52,52,52,52,52,1,
4024,8000,2,47,55,47,47,55,1,
62268,45928,604,65,65,104,1237,1233,295,
50618,56982,33,73,73,73,1245,1241,16,
50615,20266,362,65,65,1237,1237,1233,132,
56321,9022,2,52,52,52,52,52,1,
7273,8829,2,258,260,258,258,260,1,
52874,9617,1,117,0,117,117,0,1,
56321,9025,2,52,52,52,52,52,1,
50618,56982,289,72,72,77,1245,1241,185,
7000,28056,4,28,28,28,66,76,2,
56321,9027,2,52,52,52,52,52,1,
62268,45928,36,65,65,104,1237,1217,18,
56321,9021,2,52,52,52,52,52,1,
7000,7000,1,95,0,95,95,0,1,
12345,8000,2,75,37,75,75,37,1,
54825,8000,2,706,610,706,706,610,1,
40262,8000,2,76,37,76,76,37,1,
50618,56982,332,72,72,129,1245,1241,215,
56321,9026,2,52,52,52,52,52,1,
50615,20266,283,65,65,1237,1237,1217,103,
56321,9022,2,52,52,52,52,52,1,
62775,8000,2,99,227,99,99,227,1,
50618,56982,34,72,72,73,1245,1241,18,
56321,9026,2,52,52,52,52,52,1,
50615,20266,32,65,65,1237,1237,1217,16,
6881,18890,1,119,0,119,119,0,1,
49581,9617,2,117,121,117,117,121,1,
56321,9022,2,52,52,52,52,52,1,
7000,61601,1,95,0,95,95,0,1,
50615,20266,349,65,65,104,1237,1217,133,
56321,9026,2,52,52,52,52,52,1,
50618,56982,32,73,72,73,1245,1241,17,
4028,8000,2,47,55,47,47,55,1,
56321,9023,2,52,52,52,52,52,1,
56321,9070,2,52,52,52,52,52,1,
62268,45928,36,65,65,104,1237,1217,18,
56339,8000,2,706,610,706,706,610,1,
56321,9070,2,52,52,52,52,52,1,
4016,8000,3,47,55,47,47,87,1,
56321,9070,2,52,52,52,52,52,1,
50618,56982,34,72,72,73,1245,1241,18,
4000,8000,2,47,55,47,47,55,1,
59508,53,4,43,113,43,43,126,2,
50615,20266,38,65,65,1237,1237,1217,16,
7000,28056,2,28,28,28,28,28,1,
62268,45928,771,65,65,104,1237,1217,378,
56321,9070,2,52,52,52,52,52,1,
56321,9070,2,52,52,52,52,52,1,
56321,9070,2,52,52,52,52,52,1,
56321,9070,2,52,52,52,52,52,1,
50618,56982,51,72,72,73,1245,1241,28,
56321,9070,2,52,52,52,52,52,1,
7000,38856,1,95,0,95,95,0,1,
62268,45928,527,65,65,69,1237,1217,305,
12345,8000,4,76,37,77,77,37,2,
7000,38856,1,95,0,95,95,0,1,
62268,45928,228,65,65,104,1237,1217,87,
50615,20266,205,65,65,1237,1237,1217,83,
50618,56982,193,72,72,1245,1245,1241,117,
7000,28056,4,28,28,28,66,76,2,
56321,9025,2,52,52,52,52,52,1,
1863,8002,2,33,36,33,33,36,1,
7000,18751,1,92,0,92,92,0,1,
56321,9024,2,52,52,52,52,52,1,
6881,20076,1,119,0,119,119,0,1,
50618,56982,42,72,72,73,1245,1241,21,
56321,9025,2,52,52,52,52,52,1,
53597,3544,2,69,117,69,69,117,1,
56321,9027,2,52,52,52,52,52,1,
59696,53,2,39,179,39,39,179,1,
60678,53,2,39,179,39,39,179,1,
50618,56982,34,72,72,73,1245,1241,18,
7000,15570,1,92,0,92,92,0,1,
50615,20266,409,65,65,1237,1237,1233,152,
56321,9025,2,52,52,52,52,52,1,
56321,9026,2,52,52,52,52,52,1,
1863,30013,2,359,151,359,359,151,1,
50615,20266,229,65,65,104,1237,1233,87,
50618,56982,99,73,72,73,1245,1241,65,
1863,18888,4,251,126,251,251,1243,2,
7000,25746,1,95,0,95,95,0,1,
1863,1025,30,86,43,86,95,1128,10,
1863,8019,6,71,18,71,71,18,3,
1863,25728,2,86,0,86,86,0,2,
1863,35956,24,86,43,86,95,1128,9,
1863,8008,6,71,18,71,71,18,3,
1863,28591,10,86,44,86,86,70,4,
1863,8009,6,69,18,69,69,18,3,
1863,27784,9,86,43,86,88,87,5,
1863,10552,4,86,0,86,86,0,4,
1863,1863,66,86,87,86,95,1128,10,
1863,49528,10,86,44,86,86,70,4,
1863,11872,11,86,43,86,94,1127,6,
1863,8020,2,71,18,71,71,18,1,
1863,29141,6,86,70,86,86,70,2,
1863,9859,5,86,87,86,88,87,3,
1863,13950,6,86,70,86,86,70,2,
1863,5526,187,86,43,86,95,1128,19,
1863,8004,2,69,18,69,69,18,1,
1863,1863,6,86,70,86,86,70,2,
1863,12572,76,86,87,86,95,1128,11,
1863,29347,9,86,43,86,88,87,5,
1863,8020,4,71,18,71,71,18,2,
1863,7360,6,86,70,86,86,70,2,
1863,59312,4,86,87,86,86,87,2,
1863,6340,5,86,43,86,88,43,3,
1863,5987,10,86,44,86,86,70,4,
1863,1863,5,86,43,86,88,43,3,
1863,14974,9,86,43,86,88,87,5,
1863,8020,2,70,18,70,70,18,1,
1863,1863,10,86,44,86,86,70,4,
1863,1863,25,86,91,86,94,1131,8,
1863,19459,2,86,0,86,86,0,2,
56321,9024,2,52,52,52,52,52,1,
7273,8829,2,258,260,258,258,260,1,
56321,9027,2,52,52,52,52,52,1,
62775,8000,2,99,99,99,99,99,1,
50615,20266,707,65,65,65,1237,1217,326,
62268,45928,276,65,65,65,1237,1217,105,
5355,61109,2,72,0,72,106,0,2,
1863,5526,278,88,168,93,95,1128,30,
1863,12572,155,88,168,95,95,1128,28,
1863,1863,37,88,168,95,95,1128,11,
56321,9026,2,52,52,52,52,52,1,
1863,1863,35,88,172,88,95,1132,8,
1863,1025,28,88,168,88,95,1128,7,
1863,35956,22,88,168,95,95,1128,5,
1863,9859,1,88,0,88,88,0,1,
1863,28591,3,88,70,88,88,70,1,
1863,14974,1,88,0,88,88,0,1,
1863,1863,3,88,70,88,88,70,1,
1863,49528,3,88,70,88,88,70,1,
1863,1863,1,88,0,88,88,0,1,
1863,29141,3,88,70,88,88,70,1,
1863,5987,3,88,70,88,88,70,1,
1863,27784,1,88,0,88,88,0,1,
1863,29347,1,88,0,88,88,0,1,
1863,6340,1,88,0,88,88,0,1,
1863,7360,3,88,70,88,88,70,1,
1863,11872,3,88,168,88,95,168,2,
1863,1863,1,88,0,88,88,0,1,
1863,13950,5,88,168,95,95,1128,2,
60136,8000,3,47,79,47,47,87,1,
55578,8000,4,562,370,562,706,618,2,
56321,9022,2,52,52,52,52,52,1,
4016,8000,2,47,119,47,47,119,1,
137,137,3,68,0,70,108,0,3,
1863,12572,141,93,1126,94,95,1128,20,
1863,1863,25,93,1130,95,95,1132,6,
1863,5526,196,94,1127,95,95,1128,13,
1863,1025,72,94,1127,95,95,1128,16,
1863,13950,53,94,1127,95,95,1128,8,
56321,9025,2,52,52,52,52,52,1,
50618,56982,31,72,72,73,1245,1241,15,
1863,35956,17,94,1127,94,95,1128,4,
55212,8000,4,114,81,114,256,130,2,
5355,49478,3,72,58,201,201,58,2,
40262,8000,2,146,29,146,146,29,1,
6881,33779,2,119,297,119,119,297,1,
7000,28056,4,28,28,28,66,73,2,
56321,9027,2,52,52,52,52,52,1,
7000,9805,1,143,0,143,143,0,1,
58633,53,12,47,121,47,48,149,6,
1863,25728,2,86,0,86,86,0,2,
1863,10552,4,86,0,86,86,0,4,
1863,8019,2,71,18,71,71,18,1,
1863,59312,4,86,87,86,86,87,2,
1863,19459,2,86,0,86,86,0,2,
1863,18888,2,251,836,251,251,836,1,
7000,6620,2,222,87,222,222,87,1,
7000,8088,2,90,23,90,90,23,1,
12345,8000,2,76,37,76,76,37,1,
7000,7700,1,95,0,95,95,0,1,
1863,12572,129,88,124,95,95,1128,13,
1863,13950,7,88,1128,95,95,1128,2,
1863,1863,77,88,128,95,95,1132,11,
1863,1863,11,88,124,95,95,1128,5,
1863,5526,199,88,124,95,95,1128,14,
1863,35956,15,88,124,95,95,1128,5,
1863,1863,15,88,124,95,95,1128,5,
56321,9021,2,52,52,52,52,52,1,
40262,8000,2,76,37,76,76,37,1,
7000,9805,1,159,0,159,159,0,1,
62011,53,12,40,92,55,55,290,6,
1863,1863,10,86,43,88,88,87,6,
1863,8005,6,69,18,69,69,18,3,
1863,1863,13,86,44,86,88,70,5,
1863,30795,13,86,44,86,88,70,5,
1863,1672,4,86,0,86,86,0,4,
1863,8004,4,70,18,70,74,18,2,
1863,8007,2,70,18,70,70,18,1,
1863,29872,4,86,0,86,86,0,4,
1863,8019,2,75,18,75,75,18,1,
1863,44821,11,86,48,86,95,128,6,
1863,1863,118,86,91,86,95,1132,19,
62268,45928,296,65,65,1237,1237,1217,106,
5355,55159,3,72,58,201,201,58,2,
7000,20492,1,92,0,92,92,0,1,
56321,9026,2,52,52,52,52,52,1,
60136,8000,2,255,39,255,255,39,1,
60005,8000,4,274,178,282,282,266,2,
1863,30011,2,255,135,255,255,135,1,
1863,9859,1,88,0,88,88,0,1,
1863,28591,3,88,70,88,88,70,1,
1863,14974,1,88,0,88,88,0,1,
